Rank,Region Name,State Name,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2000,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2001,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2002,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2003,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2004,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2005,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2006,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2007,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2008,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2009,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2010,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2011,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2012,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2013,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2014,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2015,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2016,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2017,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2018,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2019,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2020,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2021,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022
35,"Austin, TX",TX,180101,180888,181513,182430,183013,183118,183109,183947,184668,185968,186589,187231,183547.9167,187366,187379,187905,188705,189231,189496,189564,189847,189816,189821,189828,189688,189053.8333,189768,189356,189329,189090,188935,188613,188184,188035,188214,188230,188172,187677,188633.5833,187449,187559,188059,188446,188565,188471,188759,188988,188984,188791,188541,188569,188431.75,188583,189426,190390,191359,191717,191819,192182,192911,194202,195166,195755,196115,192468.75,196437,196699,196896,197526,198341,199443,200376,201105,201728,201965,202505,203038,199671.5833,203602,203849,203737,203869,204138,204859,205721,206735,207847,208616,209392,210122,206040.5833,210986,211575,212006,212669,213343,214057,214736,215546,216228,216861,217564,218323,214491.1667,218756,218693,218808,218980,219310,218945,218581,217855,217291,216365,214725,213371,217640,212250,211858,211144,210492,210066,210123,210143,210093,209812,209429,209566,209523,210374.9167,209189,208961,208863,209295,209799,210088,209430,208255,206897,205779,204634,203468,207888.1667,202665,201592,201181,201318,201577,201317,200934,201072,201407,201349,200951,200730,201341.0833,201116,201814,202962,203978,205362,206712,207801,208577,208873,209281,209657,210829,206413.5,212639,214664,216739,219070,221400,223563,225468,226990,228580,230397,233025,235267,223983.5,236888,238554,240488,242687,244630,246442,248089,249708,251510,253346,255358,257243,247078.5833,258986,260405,261741,263222,264869,266549,268648,270493,272388,274194,276014,278227,267978,280480,282665,284409,285547,286420,287411,288856,289882,291039,292744,295245,297244,288495.1667,298262,299185,300297,301581,302631,303550,303878,304294,304734,306076,307877,309861,303518.8333,311540,312459,313174,313558,314111,315174,316270,318049,319041,320449,320870,322061,316396.3333,323850,326644,328316,329213,329546,330210,330863,331724,333294,333278,333475,333691,330342,335917,337670,339982,342590,345201,346774,348781,352121,357440,363073,369698,375539,351232.1667,381160,391623,407151,428860,450554,474017,493794,509258,517195,524071,531321,542884,470990.6667,555630,569375,580971,590301,596547,593537,581060.1667
36,"Virginia Beach, VA",VA,123057,123454,123794,124449,124870,125190,125546,125813,126226,126573,127259,127841,125339.3333,128476,129045,129712,130213,130617,130839,131341,131824,132532,133142,133854,134431,131335.5,135045,135681,136344,137011,137637,138353,139085,140022,141045,142261,143432,144568,139207,145561,146460,147436,148535,149882,151281,152795,154338,155911,157638,159319,160948,152508.6667,162331,163928,165871,168349,171135,174233,177689,181517,185162,188212,190828,193599,176904.5,196331,199010,201985,205425,209991,214462,219135,223300,227650,231482,235117,238135,216835.25,240441,242665,245355,247860,249894,251393,253704,255698,257109,257957,258564,259192,251652.6667,259696,260732,261775,262895,263338,263766,263511,263356,263134,263452,263317,262786,262646.5,262102,261341,260285,259134,258576,258265,257484,255756,253905,252620,251456,250537,256788.4167,249493,248497,247162,245968,244713,243492,242052,240954,239956,238996,238211,237657,243095.9167,237471,237512,237597,237725,237462,236874,235373,233822,232249,231037,229797,228805,234643.6667,227609,226412,225156,224227,222914,221634,220721,220134,219213,218085,216855,216302,221605.1667,215854,215989,215675,215350,215122,215042,214987,214685,214637,214793,215256,215496,215240.5,216002,216261,216662,216823,217071,217386,217790,218116,218442,218491,218746,219283,217589.4167,220322,220849,221098,221105,221528,221930,222180,222319,222524,222810,223158,223508,221944.25,223516,223662,223952,224330,224641,224722,224875,225103,225456,225536,225487,225437,224726.4167,225717,225532,225393,225376,225791,226064,226400,226772,227168,227519,228046,228470,226520.6667,228938,229381,230187,230970,231696,232286,232583,232692,232894,233309,233891,234451,231939.8333,234812,235055,235374,235905,236618,237222,237959,238642,239221,239823,240496,241144,237689.25,241708,242482,243421,244172,244496,244799,245186,245661,246327,247070,247605,247962,245074.0833,248750,249769,251075,252170,253439,254616,255672,257139,258975,261561,264163,266841,256180.8333,269292,272127,275303,279022,282529,286167,289680,293443,296724,299686,302689,306165,287735.5833,309852,312946,316075,319087,322354,325380,317615.6667
37,"Nashville, TN",TN,144833,145090,145327,145837,146293,146617,147000,147320,147780,148209,148643,149072,146835.0833,149437,149870,150322,150739,151132,151509,151860,152142,152403,152712,152989,153212,151527.25,153349,153646,153925,154256,154519,154899,155253,155557,155750,156065,156348,156671,155019.8333,156846,157149,157293,157434,157670,158113,158600,158961,159274,159708,160085,160435,158464,160650,160978,161409,162051,162679,163305,163873,164446,165011,165623,166283,166847,163596.25,167403,168085,168919,169789,170727,171937,173418,174790,176174,177293,178283,179008,172985.5,179519,180186,181049,182125,183316,184709,186173,187586,188672,189724,190482,191246,185398.9167,191631,192049,192587,193355,194400,195406,196304,196799,196792,196521,195881,195347,194756,194709,194520,194505,194918,194983,194736,193900,193117,192268,191774,190972,189973,193364.5833,189208,188703,188156,187039,185999,185149,184265,183568,183114,182943,182670,182329,185261.9167,182259,182234,182258,182214,182017,181588,180995,180387,179751,178849,178117,177314,180665.25,176366,175385,174638,174369,174085,173675,173025,172310,171539,170946,170581,170510,173119.0833,170515,170501,170680,170986,171305,171361,171553,171925,172653,173258,173766,174292,171899.5833,174978,175798,176565,177371,178124,178993,179861,180803,181671,182616,183710,184704,179599.5,185805,186607,187488,188153,189051,189937,190798,191598,192408,193498,194658,196009,190500.8333,197116,198140,199160,200346,201906,203261,204674,205919,207670,209439,211633,213424,204390.6667,215377,217361,219494,221360,222809,224113,225908,227736,229657,231716,233767,236181,225456.5833,238145,239994,241879,244129,246371,248476,250395,252424,254460,256268,258316,260398,249271.25,262788,265118,267030,268463,269451,270551,271715,273053,274302,275685,276716,277500,271031,278396,279444,280566,281194,281892,282694,283499,283988,284452,285273,286365,287398,282930.0833,288705,290283,292264,294024,296057,297849,299393,300714,302401,304774,307473,310755,298724.3333,314107,317928,321981,326507,332100,339112,347723,356911,365652,374487,384169,394912,347965.75,404887,415294,423246,433628,442180,452102,428556.1667
38,"Providence, RI",RI,155414,156266,157123,158725,159686,160304,160872,161990,163278,164650,165936,167311,160962.9167,168581,169950,171488,173261,175265,177276,179436,181801,184113,186655,188817,191089,178977.6667,192942,194993,197142,199641,202437,205398,208653,212384,216843,220913,224313,226947,208550.5,229552,232811,236434,240063,243632,247357,251466,255277,258890,262528,266075,269460,249462.0833,271970,275079,278165,281922,285856,290117,294187,297752,300919,304281,307159,310062,291455.75,312754,315578,318199,321399,324077,326188,327566,329137,331286,333602,335470,336591,325987.25,336849,337196,338100,339657,340573,340668,339575,337878,335562,333513,331552,330097,336768.3333,328568,327074,325830,324279,323584,321581,320271,318198,316723,315651,314882,314172,320901.0833,312179,309641,307025,304634,302254,299736,296663,293151,289553,285782,282249,278676,296795.25,275432,272716,269866,267500,264987,263130,261434,260316,259532,259122,259338,259608,264415.0833,260784,261458,262127,262184,262241,262293,262070,261521,260191,258344,256455,255445,260426.0833,254481,253627,252044,250385,248573,247313,245927,244769,243312,241999,240086,238524,246753.3333,237299,236119,235088,234299,234136,233805,233652,233620,233744,233720,233861,234674,234501.4167,236104,238552,240456,241736,242631,243653,244679,245850,246879,248282,249371,250011,244017,250813,251429,253028,254400,255509,255988,255970,255664,255473,255121,254939,255014,254445.6667,255978,256854,257919,257990,258524,259089,260122,260763,260864,261184,262069,263214,259547.5,264376,265982,266655,267880,268581,270075,271231,272388,274217,275382,276636,276918,270860.0833,277984,279093,280754,283289,286102,289114,291081,291816,292074,292708,294927,297547,288040.75,299572,301137,303250,305127,306718,307476,309035,310558,311930,312317,312613,312930,307721.9167,313390,313366,314423,315771,317011,317404,317900,318111,318576,319084,320786,321975,317316.4167,322860,324069,325787,327629,329125,329957,331605,334829,339785,345016,349913,355223,334649.8333,360802,365815,370948,376050,381994,389003,396637,404380,409757,414328,418225,422595,392544.5,426735,430796,434661,439060,444075,449970,437549.5
39,"Milwaukee, WI",WI,127048,127243,127566,127935,128306,128566,129009,129601,130207,130865,131436,132084,129155.5,132682,133319,133976,134706,135418,136101,136797,137569,138443,139272,140018,140677,136581.5,141323,141939,142479,143014,143594,144211,144949,145764,146673,147549,148397,149292,144932,150141,150958,151803,152717,153815,155179,156517,157975,159200,160427,161308,162084,156010.3333,162876,163664,164399,165373,166798,168240,169939,171340,172801,174205,175448,176644,169310.5833,177176,177655,178362,179643,181308,183078,184910,186664,188122,189247,190062,190612,183903.25,190795,191109,191357,191891,192370,192652,192761,192730,192970,193116,193247,193146,192345.3333,193460,193510,193665,193513,193506,193660,193434,193133,192727,192488,192139,191571,193067.1667,191288,190464,189413,187895,187032,186691,186307,185617,184247,182227,179960,178021,185763.5,174592,172863,171661,172511,172356,172175,171794,171975,171917,171900,171088,170325,172096.4167,170394,171340,172397,173230,173394,172927,172001,169949,167079,164364,162241,160951,169188.9167,159526,158175,156721,155454,154141,153288,152072,151444,150995,150634,150432,149542,153535.3333,148877,147585,147097,146905,147651,148401,149281,149291,149061,148103,147918,147417,148132.25,147326,145401,145191,146315,149166,150762,151635,152263,153526,154398,155241,155406,150552.5,155660,156393,157625,158270,158565,158777,159694,159745,159244,158483,158603,159261,158360,159826,160692,160477,161317,161559,162302,162208,162306,162758,163553,164625,165649,162272.6667,166413,167227,167880,168566,169153,169847,170046,170537,171129,172288,173135,174398,170051.5833,175527,176655,176865,177304,177812,178814,179576,180440,181007,181574,181990,183365,179244.0833,185106,187124,189018,190272,191043,190976,191338,191891,192753,193544,194075,194811,190995.9167,195137,196724,198286,199957,200263,200009,200116,200411,200778,201403,201958,203375,199868.0833,204616,206551,208200,209791,211024,211907,213238,215241,217517,220034,222869,226118,213925.5,229371,232760,236198,239203,242068,245888,249995,252736,254019,254165,254912,255483,245566.5,257226,259908,263778,267950,270674,272038,265262.3333
40,"Jacksonville, FL",FL,119885,120273,120624,121353,122077,122868,123661,124318,124875,125445,126231,127080,123224.1667,127938,128822,129769,130784,131505,132167,132854,133660,134495,135165,136089,136992,132520,137963,138725,139496,140314,141241,142187,143171,144044,144878,145685,146535,147469,142642.3333,148456,149508,150521,151622,152642,153714,154782,155976,157212,158410,159691,160815,154445.75,161958,163035,164474,166170,168022,169901,171802,173865,175920,177711,179444,181341,171136.9167,183281,185141,186969,189263,191770,194597,197521,200662,203994,207204,210134,212833,196947.4167,215724,218627,221681,224760,228092,231053,233717,235908,237321,238260,238485,238571,230183.25,237991,237585,237475,237507,237411,236641,235892,234643,233229,231389,229546,227687,234749.6667,225595,223923,222998,221598,219396,216454,213624,210708,207420,204322,201475,198816,213860.75,196903,194413,191752,188205,185395,183108,182117,181140,179931,177919,176506,175336,184393.75,173733,172344,171166,170766,170548,170227,168875,166582,164362,162889,161111,158842,167620.4167,156282,154823,153213,151816,149631,147757,146201,144976,143861,142592,141881,141703,147894.6667,141914,141788,141500,141646,141713,141833,141902,141985,142439,143081,144135,145294,142435.8333,146324,147476,148675,149958,151803,153698,155641,157539,159215,161093,162781,164674,154906.4167,166528,167842,168745,169033,169173,169368,169563,169796,170667,171560,172452,172677,169783.6667,173083,173352,174152,174949,175951,176900,177763,178771,179356,180121,180710,181988,177258,182668,183427,183631,184897,186151,187240,187853,188618,189759,190954,191965,193127,187524.1667,194349,196138,197978,199435,200575,201586,202624,203961,205332,207215,208955,210889,202419.75,212116,213021,213717,215014,216864,218646,220438,221657,222630,223722,224785,225675,219023.75,226133,226927,227778,228837,229469,230365,230914,231565,232025,232966,233195,233686,230321.6667,234310,236061,238146,239536,240349,240575,240999,242422,244520,247268,249972,252664,242235.1667,256269,260299,264428,268402,273322,279825,287229,294593,302007,308957,315904,322599,286152.8333,330088,337737,346543,355434,363803,370983,350764.6667
41,"Memphis, TN",TN,124129,124253,124346,124696,125013,125392,125753,126137,126495,126750,126931,127196,125590.9167,127415,127691,127882,128127,128370,128587,128793,129092,129391,129685,129931,129980,128745.3333,130144,130296,130570,130656,130686,130789,130934,131098,131221,131408,131521,131681,130917,131801,132093,132406,132713,133009,133245,133426,133576,133785,134058,134322,134553,133248.9167,134733,134933,135133,135223,135417,135633,135974,136284,136507,136887,137204,137672,135966.6667,138105,138678,139208,139723,140152,140558,141033,141510,141945,142359,142781,143318,140780.8333,143739,144177,144551,144963,145299,145705,146156,146742,147408,148074,148502,148691,146167.25,148596,148680,148952,149379,149642,149653,149576,149456,149204,148820,147987,147076,148918.4167,,143310,141531,140490,139677,138884,138197,137546,136693,135731,134660,133722,138221.9091,132912,132171,131537,130556,129756,128598,127902,127166,126679,126123,125530,125139,128672.4167,124849,124727,124680,124758,124903,124840,124474,123794,123055,122321,121548,120834,123731.9167,120070,119374,118466,117927,117491,117380,117201,116966,116749,116268,116001,115436,117444.0833,115454,115611,115933,115678,115399,115204,115377,115417,115289,114939,114340,113617,115188.1667,113350,113440,114025,114414,114758,114975,115056,115368,115930,116781,117765,118768,115385.8333,119532,119787,119297,118992,118963,119339,119688,119836,120038,119914,119876,119888,119595.8333,120535,121192,121971,122234,122746,123072,123274,123484,123730,124310,124894,125236,123056.5,125346,125382,125615,125858,125929,125979,126430,126811,127463,127800,128648,129471,126727.6667,129830,129954,130503,131855,133061,133996,134751,135780,136423,137280,137960,138807,134183.3333,139312,140017,140726,141709,142701,143705,144627,145273,146311,147258,148321,149276,144103,150572,151742,152853,153688,154577,155157,155602,156102,156717,157545,158591,159887,155252.75,160805,161792,162733,164163,165127,166537,167741,169268,170596,172574,174603,176695,167719.5,179132,181256,183732,186217,189250,192652,195573,198349,201170,204313,207854,211133,194219.25,214386,218322,222153,225627,228321,230764,223262.1667
42,"Oklahoma City, OK",OK,91345,91580,91801,92160,92540,92898,93338,93693,94031,94356,94718,95155,93134.58333,95568,95975,96337,96693,96981,97258,97552,97916,98260,98609,98911,99278,97444.83333,99583,99952,100295,100691,101049,101360,101714,102076,102484,102871,103297,103721,101591.0833,104073,104353,104706,105142,105629,106018,106438,106882,107384,107832,108249,108675,106281.75,109101,109580,110034,110523,111033,111520,112024,112548,113180,113854,114409,114933,111894.9167,115382,115777,116257,116764,117221,117418,117671,118043,118563,118961,119438,119911,117617.1667,120488,121148,121919,122502,123050,123627,124348,124892,125183,125516,125852,126234,123729.9167,126400,126438,126477,126715,127083,127550,128013,128437,128636,128705,128790,128826,127672.5,128638,128481,128369,128761,129258,129767,129755,129522,129433,129563,129317,128964,129152.3333,128584,128710,128802,129047,129116,129427,129669,130085,130347,130451,130802,131130,129680.8333,131534,131854,132230,132548,132791,132781,132594,132164,131668,130994,130226,129703,131757.25,129658,129771,129701,129404,128962,128548,128297,128301,128355,128235,127933,127673,128736.5,127533,127488,127625,127911,128345,128806,129208,129514,129449,129436,129683,130204,128766.8333,130741,130850,131115,131324,131663,131976,132355,132855,133329,133607,133806,134037,132304.8333,134500,134969,135362,135727,136245,136578,136850,137065,137455,138029,138411,138745,136661.3333,138896,139380,139935,140645,141057,141352,141518,141695,141834,141887,142006,142200,141033.75,142542,142922,143329,143570,143860,144150,144561,144873,145244,145565,145970,146329,144409.5833,146538,146638,146671,147140,147666,148193,148478,148780,149274,149941,150588,151058,148413.75,151304,151287,151315,151312,151517,151506,151607,151640,151966,152480,153129,153865,151910.6667,154314,154897,155097,155312,155480,156156,156995,157855,158595,159424,160259,160873,157104.75,161716,162326,163311,163995,164740,165375,166057,167137,168355,169904,171358,172637,166409.25,173886,175370,176949,178830,181204,183939,186810,189345,191785,194162,196750,199692,185726.8333,202708,205508,208478,211327,214341,216826,209864.6667
43,"Louisville-Jefferson County, KY",KY,113540,113725,113898,114260,114603,114927,115345,115796,116290,116694,117270,117903,115354.25,118906,119935,121032,121859,122648,123456,124218,124789,125215,125631,126066,126457,123351,126727,126989,127237,127502,127745,128042,128466,128871,129292,129616,129956,130226,128389.0833,130495,130840,131227,131778,132240,132555,132674,132781,133039,133326,133566,133744,132355.4167,133845,134053,134053,133878,133782,133913,134294,134456,134605,134796,135102,135469,134353.8333,135935,136507,137374,138255,139160,139847,140507,141104,141643,142126,142567,142977,139833.5,143247,143508,143705,143964,144143,144338,144512,144725,144954,145275,145576,145854,144483.4167,146029,146199,146320,146386,146375,146361,146355,146384,146434,146489,146540,146595,146372.25,146595,146667,146418,145980,145411,145155,144950,144920,144690,144500,144135,143780,145266.75,143674,143586,143693,143686,143449,143163,142644,142415,141983,141869,141887,142152,142850.0833,142373,142224,142176,142112,142202,141931,141606,141219,140918,140403,139579,138806,141295.75,138099,137589,137048,136387,135756,135101,134692,134365,134332,134148,134269,134195,135498.4167,134122,134097,134035,134346,134432,134360,134220,133908,133957,134071,134189,134181,134159.8333,133862,133765,133823,134026,134301,134809,135620,136638,137325,138007,138464,139048,135807.3333,139326,139725,139762,140125,140554,141150,141629,141606,141647,141560,141735,141878,140891.4167,142290,142552,143240,143875,144629,145146,145425,145785,146089,146177,146133,146110,144787.5833,146478,147307,148276,149386,150271,151144,151790,152390,153085,153923,154863,155591,151208.6667,156042,156350,156930,157808,158916,160026,161319,162323,163075,163523,164195,164982,160457.4167,166148,167547,168760,169567,170119,170836,171552,172185,172627,173188,173375,173778,170806.8333,174158,174861,175547,176356,177340,178167,178697,179212,179931,180780,181579,182620,178270.6667,183796,184891,185677,186625,187312,188077,189083,190877,192721,194636,196580,198540,189901.25,200337,202286,204538,207017,209700,212605,215517,217700,219712,221681,223890,226437,213451.6667,228751,231243,233486,236213,238535,240704,234822
44,"Hartford, CT",CT,161008,161434,162370,163922,165027,165879,166183,167188,168007,169121,170288,171087,165959.5,172435,173168,174611,175741,177268,178664,179492,180397,181110,182473,183858,185074,178690.9167,186295,187157,188473,189789,191313,192639,193690,195233,197204,199561,201737,203286,193864.75,205159,206809,208873,210230,212114,213852,215741,217313,218941,220619,222158,223185,214582.8333,224758,226141,228315,230105,232206,234209,236160,238539,240556,243110,245394,247530,235585.25,249477,251076,253417,255493,257486,259555,261989,264675,267132,269295,271543,273082,261185,274398,275359,276256,277633,279146,280986,282033,283069,283347,283203,282968,283049,280120.5833,283599,283820,284357,284391,284419,283870,283124,282503,281700,281241,280515,280188,282810.5833,279050,277360,275486,273880,272578,271230,270040,268639,266997,265239,262892,261059,270370.8333,259639,259342,258305,257655,256454,255523,253835,252520,251657,251085,250066,248517,254549.8333,246730,245881,246097,247424,248699,249620,249452,248905,247953,246095,244144,241983,246915.25,240981,240039,238229,237071,235183,234725,233397,232393,230543,228759,227252,226535,233758.9167,225748,225144,224611,223684,222967,221511,220781,219692,219236,219396,220451,221566,222065.5833,221716,221212,221313,222757,224885,226519,227482,228042,229194,229751,230107,229839,226068.0833,229829,229999,230297,230411,230151,229497,229078,228256,227205,226365,225216,224354,228388.1667,223482,223437,223757,224155,225023,225791,226116,225866,225422,225277,224919,225062,224858.9167,225091,225654,226232,226191,226375,225918,226332,226415,226432,226286,226576,226921,226201.9167,228202,228964,230145,230807,231388,231780,232077,232729,233197,233493,233825,234186,231732.75,234988,235404,236054,236240,236850,237217,237457,237259,237013,236854,237054,237541,236660.9167,237865,238181,238334,238615,238403,238600,238472,238570,238615,238945,239401,239696,238641.4167,240156,240053,240870,241408,242306,242911,244820,247383,250562,253627,257045,259937,246756.5,262721,265884,269330,273340,278212,283024,287609,290857,293907,295809,297684,299398,283147.9167,302413,305094,308493,313078,318320,322838,311706
45,"Richmond, VA",VA,132060,132580,133009,133385,133699,133908,134676,135284,135863,136232,136773,137365,134569.5,137954,138346,138649,139083,139555,140206,140883,141574,142247,142961,143767,144593,140818.1667,145371,146140,146771,147601,148408,149501,150411,151348,152186,153147,154168,155122,150014.5,156010,156894,157886,158959,160078,161196,162375,163684,165075,166421,167623,168818,162084.9167,169931,171047,172313,,173917,175310,,180339,182799,184890,186867,188452,178586.5,189972,191459,193359,195925,198606,201264,203974,207074,210027,212436,214412,215971,202873.25,217527,219675,222171,224743,226883,228887,230788,232242,233310,234085,234807,235385,228375.25,235700,236290,237037,238119,238996,239710,240029,239905,239608,239232,239031,238439,238508,237849,237304,237146,236829,235783,234432,232766,231261,230073,229317,228781,227867,233284,226649,225262,223766,222325,220752,219452,218294,217044,215904,214579,213880,213500,219283.9167,213703,213356,212761,212258,212332,212090,211035,209625,207853,206239,204448,203478,209931.5,202541,201113,199742,198312,197504,196223,195099,194083,193256,192604,191834,191255,196130.5,190592,190398,190045,190113,190164,190315,190386,190570,191083,191616,192346,192782,190867.5,193384,194087,195220,196246,196875,197173,197477,197920,198607,198974,199571,200221,197146.25,201267,201866,202396,202679,202891,203300,203700,204082,204181,204535,205093,205450,203453.3333,205675,205878,206229,206877,207898,208299,208442,208480,208902,209312,209383,209973,207945.6667,210668,211205,211473,211768,212726,213792,214949,215811,216723,217762,219140,220345,214696.8333,221273,222007,222952,223998,225114,226184,226861,227489,228231,229284,230209,231078,226223.3333,232170,233558,234888,235803,236327,236931,237820,238648,239467,240390,241688,243004,237557.8333,244230,245286,246077,246780,247351,248145,249086,250182,251086,252030,252318,252958,248794.0833,253374,254706,255745,256777,257792,258907,260311,261652,263282,265208,267759,271084,260549.75,274722,278221,281576,284917,288428,292122,295626,298667,301205,303671,306524,310174,292987.75,314077,317598,319891,322594,326475,331078,321952.1667
46,"New Orleans, LA",LA,123261,123475,123678,124013,124538,124626,124919,125024,125794,126595,127706,128878,125208.9167,129803,130385,131393,132687,133683,134120,134527,135517,136329,137157,137696,138150,134287.25,138254,138402,138562,138974,139549,140485,141272,142101,142613,143390,144083,144977,141055.1667,145624,146079,146587,147105,147623,148245,148777,149689,150366,151638,152551,153443,148977.25,153507,153752,154367,155283,156222,156884,157598,158585,159353,160337,161027,161737,157387.6667,161501,161786,162140,163351,163956,164949,166149,167824,169348,171183,173106,175298,166715.9167,177281,179072,180772,182483,183884,185490,186956,188060,188681,189268,190234,191103,185273.6667,191780,192393,192986,193446,193816,194328,194990,195465,195626,195480,195520,195557,194282.25,195914,195617,194288,192511,190686,189751,189204,188704,188139,187130,186314,185730,190332.3333,185323,185185,185008,185397,185758,186468,186245,185348,183825,182838,182521,181931,184653.9167,181340,180560,180594,180523,180929,180787,180554,180132,179815,179467,178910,177790,180116.75,176804,175860,175326,174688,174316,174149,173742,173068,172304,171527,171088,170580,173621,170343,169713,169690,170039,170501,170508,170526,170983,171540,171839,171792,171717,170765.9167,171781,172197,172818,173112,173421,174247,175346,176240,176186,176348,176771,177715,174681.8333,178627,179429,180247,181143,181657,181500,181107,180787,181085,181350,181782,182160,180906.1667,182370,183283,184142,185029,185136,185303,185562,185972,186686,187587,188014,188129,185601.0833,188277,189223,189972,190387,190660,191511,192505,193441,194275,194999,195621,195353,192185.3333,195414,195156,195880,196451,197161,197319,197797,198065,198802,199039,199692,200419,197599.5833,201474,202156,201824,201062,200207,200201,200323,200804,200771,201156,201212,200723,200992.75,200256,200260,201438,202323,203368,203776,204031,204141,204612,204965,205290,206874,203444.5,208608,209980,210294,211371,212349,213474,214007,215470,216809,218508,220134,222192,214433,224883,227484,229668,231104,232877,235328,238605,242079,245572,248427,251031,254235,238441.0833,256824,259567,261208,263855,266179,269203,262806
